Date,Open,High,Low,Close,Adj Close,Volume
2003-10-03,7.475000,7.575000,7.465000,7.519000,6.261241,15009000
2003-10-06,7.520000,7.587000,7.504000,7.578000,6.310369,9047000
2003-10-07,7.542000,7.637000,7.515000,7.637000,6.359502,10653000
2003-10-08,7.672000,7.672000,7.555000,7.586000,6.317032,7370000
2003-10-09,7.680000,7.758000,7.597000,7.635000,6.357838,8747000
2003-10-10,7.660000,7.696000,7.620000,7.673000,6.389480,2239000
2003-10-13,7.694000,7.779000,7.694000,7.735000,6.441109,3483000
2003-10-14,7.734000,7.779000,7.700000,7.777000,6.476083,6952000
2003-10-15,7.860000,7.883000,7.737000,7.756000,6.458594,6168000
2003-10-16,7.750000,7.819000,7.719000,7.801000,6.496068,4261000
2003-10-17,7.790000,7.814000,7.640000,7.650000,6.370324,4177000
2003-10-20,7.672000,7.703000,7.619000,7.696000,6.408631,4853000
2003-10-21,7.716000,7.784000,7.695000,7.760000,6.461926,2986000
2003-10-22,7.692000,7.723000,7.583000,7.597000,6.326193,4447000
2003-10-23,7.534000,7.580000,7.478000,7.551000,6.287886,5340000
2003-10-24,7.455000,7.469000,7.363000,7.463000,6.214610,3227000
2003-10-27,7.504000,7.572000,7.493000,7.516000,6.258742,3113000
2003-10-28,7.550000,7.727000,7.550000,7.724000,6.431948,3685000
2003-10-29,7.696000,7.758000,7.696000,7.750000,6.453600,3754000
2003-10-30,7.838000,7.843000,7.724000,7.737000,6.442773,5018000
2003-10-31,7.768000,7.775000,7.713000,7.734000,6.440275,5254000
2003-11-03,7.759000,7.883000,7.759000,7.874000,6.556858,3621000
2003-11-04,7.860000,7.890000,7.820000,7.835000,6.524379,1959000
2003-11-05,7.830000,7.872000,7.750000,7.850000,6.536874,2336000
2003-11-06,7.869000,7.918000,7.813000,7.901000,6.579340,1752000
2003-11-07,7.923000,7.968000,7.882000,7.886000,6.566851,1572000
2003-11-10,7.877000,7.890000,7.757000,7.762000,6.463590,1153000
2003-11-11,7.785000,7.785000,7.690000,7.718000,6.426951,2118000
2003-11-12,7.740000,7.889000,7.740000,7.887000,6.567681,1829000
2003-11-13,7.870000,7.885000,7.828000,7.871000,6.554359,1990000
2003-11-14,7.863000,7.910000,7.718000,7.721000,6.429451,2168000
2003-11-17,7.713000,7.713000,7.558000,7.628000,6.352009,3076000
2003-11-18,7.670000,7.700000,7.529000,7.530000,6.270401,3167000
2003-11-19,7.528000,7.613000,7.508000,7.597000,6.326193,1623000
2003-11-20,7.618000,7.666000,7.520000,7.528000,6.268734,2235000
2003-11-21,7.555000,7.587000,7.504000,7.572000,6.305375,1113000
2003-11-24,7.648000,7.787000,7.648000,7.787000,6.484408,1976000
2003-11-25,7.799000,7.834000,7.773000,7.779000,6.477749,1780000
2003-11-26,7.840000,7.849000,7.725000,7.816000,6.508557,1867000
2003-11-28,7.822000,7.855000,7.805000,7.829000,6.519384,798000
2003-12-01,7.870000,7.959000,7.868000,7.948000,6.618479,3361000
2003-12-02,7.943000,7.991000,7.913000,7.915000,6.590998,2808000
2003-12-03,7.971000,8.005000,7.851000,7.851000,6.537706,3311000
2003-12-04,7.850000,7.885000,7.765000,7.876000,6.558522,6097000
2003-12-05,7.802000,7.838000,7.738000,7.758000,6.460260,3024000
2003-12-08,7.740000,7.792000,7.700000,7.783000,6.481080,3424000
